equipe,player_name,player_id,player_country_code,positions,age,per90_gls,per90_ast,per90_non_pen_gls,per90_xg,per90_xag,per90_non_pen_xg,pct_sot,per90_sh,per90_sot,gls_per_sh,npxg_per_sh,pct_pass_cmp,pct_pass_cmp_s,pct_pass_cmp_m,pct_pass_cmp_l,per90_sca,per90_gca,pct_tkl_drb_suc,pct_take_on_suc,pct_take_on_tkld,pct_squad_min,per90_plus_minus,per90_on_off,per90_x_plus_minus,per90_x_on_off,pct_air_dual_won,gls_and_ast_per90,pk_made_per90,pk_att_per90,yellow_cards_per90,red_cards_per90,carries_prog_per90,passes_prog_per90,fk_sh_per90,gls_xg_diff_per90,non_pen_gls_xg_diff_per90,pass_cmp_per90,pass_att_per90,pass_ttl_dist_per90,pass_cmp_s_per90,pass_att_s_per90,pass_cmp_m_per90,pass_att_m_per90,pass_cmp_l_per90,pass_att_l_per90,xa_per90,ast_xag_diff_per90,pass_prog_per90,pass_prog_ttl_dist_per90,key_passes_per90,pass_fthird_per90,pass_opp_box_per90,cross_opp_box_per90,pass_live_per90,pass_dead_per90,pass_fk_per90,through_balls_per90,switches_per90,crosses_per90,pass_offside_per90,pass_blocked_per90,throw_ins_per90,ck_per90,ck_in_swinger_per90,ck_out_swinger_per90,ck_straight_per90,ttl_sca_per90,pass_live_sca_per90,pass_dead_sca_per90,take_on_sca_per90,sh_sca_per90,fld_sca_per90,def_sca_per90,pass_live_gca_per90,pass_dead_gca_per90,take_on_gca_per90,sh_gca_per90,fld_gca_per90,def_gca_per90,tkl_per90,tkl_won_per90,tkl_def_third_per90,tkl_mid_third_per90,tkl_att_third_per90,tkl_drb_per90,tkl_drb_att_per90,blocks_per90,sh_blocked_per90,int_per90,tkl_plus_int_per90,clearances_per90,def_error_per90,touches_per90,touch_def_box_per90,touch_def_third_per90,touch_mid_third_per90,touch_fthird_per90,touch_opp_box_per90,touch_live_per90,take_on_att_per90,take_on_suc_per90,take_on_tkld_per90,carries_per90,ttl_carries_dist_per90,ttl_carries_prog_dist_per90,carries_fthird_per90,carries_opp_box_per90,carries_miscontrolled_per90,carries_dispossessed_per90,pass_recvd_per90,pass_prog_rcvd_per90,team_gls_on_pitch_per90,team_gls_ag_on_pitch_per90,team_xg_on_pitch_per90,team_xg_ag_on_pitch_per90,second_yellow_cards_per90,fls_com_per90,fls_drawn_per90,offside_per90,pk_won_per90,pk_conceded_per90,og_per90,ball_recov_per90,air_dual_won_per90,air_dual_lost_per90
Lens,Malang Sarr,4315f30d,FRA,DF,25.0,0.0,0.0,0.0,0.02,0.02,0.02,16.7,0.39,0.06,0.0,0.04,89.4,93.8,96.1,71.0,1.36,0.13,59.3,50.0,50.0,45.3,-0.52,-1.11,-0.07,-0.47,78.3,0.0,0.0,0.0,0.0,0.0,0.259927797833935,3.509025270758123,0.0,-0.019494584837545126,-0.019494584837545126,55.494584837545126,62.057761732851986,1138.2238267148014,16.76534296028881,17.870036101083034,30.541516245487365,31.776173285198556,7.79783393501805,10.981949458483754,0.03898916967509025,-0.019494584837545126,3.509025270758123,365.97833935018053,0.3249097472924188,4.028880866425993,0.1299638989169675,0.0,59.068592057761734,2.9241877256317688,2.0144404332129966,0.06498194945848375,0.51985559566787,0.06498194945848375,0.06498194945848375,0.7148014440433214,0.3249097472924188,0.0,0.0,0.0,0.0,1.364620938628159,1.2996389891696751,0.06498194945848375,0.0,0.0,0.0,0.0,0.1299638989169675,0.0,0.0,0.0,0.0,0.0,1.364620938628159,0.8447653429602888,0.779783393501805,0.3898916967509025,0.19494584837545126,1.03971119133574,1.7545126353790614,1.1696750902527075,0.5848375451263538,1.4296028880866427,2.7942238267148016,4.093862815884476,0.19494584837545126,71.80505415162455,7.212996389891697,32.36101083032491,36.0,3.8339350180505414,0.5848375451263538,71.80505415162455,0.259927797833935,0.1299638989169675,0.1299638989169675,43.2129963898917,216.8447653429603,94.74368231046931,0.3898916967509025,0.06498194945848375,0.259927797833935,0.259927797833935,48.99638989169675,0.06498194945848375,1.03971119133574,1.55956678700361,1.52057761732852,1.5855595667870037,0.0,0.8447653429602888,0.6498194945848376,0.06498194945848375,0.0,0.19494584837545126,0.0,4.483754512635379,1.1696750902527075,0.3249097472924188
Brest,Julien Le Cardinal,547a72ad,FRA,DF,26.0,0.0,0.07,0.0,0.03,0.02,0.03,30.0,0.65,0.2,0.0,0.04,86.4,90.8,95.3,62.3,0.91,0.13,68.8,66.7,16.7,45.0,-0.46,-0.46,-0.31,0.07,61.7,0.06531204644412192,0.0,0.0,0.19593613933236576,0.0,0.45718432510885343,2.547169811320755,0.0,-0.026124818577648767,-0.026124818577648767,45.97968069666183,53.22931785195936,948.9187227866473,14.760522496371554,16.262699564586356,24.100145137880986,25.27576197387518,6.596516690856314,10.58055152394775,0.026124818577648767,0.04571843251088534,2.547169811320755,357.0609579100145,0.3265602322206096,2.8084179970972425,0.0,0.0,50.81277213352685,2.285921625544267,1.8287373004354137,0.06531204644412192,0.783744557329463,0.3918722786647315,0.13062409288824384,0.13062409288824384,0.06531204644412192,0.0,0.0,0.0,0.0,0.9143686502177069,0.7184325108853411,0.06531204644412192,0.0,0.0,0.06531204644412192,0.06531204644412192,0.06531204644412192,0.0,0.0,0.0,0.0,0.06531204644412192,1.7634252539912918,0.9796806966618288,1.0449927431059507,0.5224963715529753,0.19593613933236576,0.7184325108853411,1.0449927431059507,1.1756168359941945,0.9143686502177069,2.1552975326560233,3.918722786647315,4.898403483309144,0.0,64.92017416545718,8.882438316400581,34.48476052249637,28.476052249637156,2.481857764876633,0.8490566037735849,64.92017416545718,0.3918722786647315,0.2612481857764877,0.06531204644412192,35.203193033381716,205.8635703918723,111.1611030478955,0.3918722786647315,0.0,0.19593613933236576,0.3918722786647315,42.97532656023222,0.06531204644412192,1.4368650217706822,1.8940493468795356,1.3976777939042089,1.7111756168359942,0.0,0.783744557329463,0.783744557329463,0.0,0.0,0.06531204644412192,0.06531204644412192,3.134978229317852,1.8940493468795356,1.1756168359941945
Monaco,Radosław Majecki,20de219a,POL,GK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.08,0.09,74.7,100.0,100.0,37.2,0.07,0.0,0.0,46.0,49.6,44.1,0.6,-0.08,1.11,-0.01,100.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,20.266666666666666,27.133333333333333,478.53333333333336,4.533333333333333,4.533333333333333,11.466666666666667,11.466666666666667,4.066666666666666,10.933333333333334,0.0,0.0,0.06666666666666667,334.3333333333333,0.0,0.06666666666666667,0.0,0.0,19.533333333333335,7.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.5333333333333333,0.06666666666666667,28.933333333333334,24.2,28.333333333333332,0.6,0.0,0.0,28.933333333333334,0.0,0.0,0.0,15.533333333333333,81.26666666666667,48.333333333333336,0.0,0.0,0.0,0.0,12.066666666666666,0.0,2.066666666666667,1.4666666666666666,2.36,1.2466666666666666,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.2666666666666666,0.3333333333333333,0.0
Angers,Emmanuel Biumla,e5a94f46,FRA,DF,19.0,0.07,0.0,0.07,0.05,0.0,0.05,50.0,0.27,0.13,0.25,0.18,88.2,87.8,94.9,55.8,0.27,0.0,66.7,58.3,33.3,43.7,-0.13,0.86,-0.72,-0.13,57.1,0.06736526946107785,0.0,0.0,0.1347305389221557,0.0,0.20209580838323354,1.0778443113772456,0.0,0.020209580838323353,0.020209580838323353,29.64071856287425,33.615269461077844,595.6437125748503,7.275449101796407,8.285928143712574,20.209580838323355,21.2874251497006,1.9535928143712575,3.502994011976048,0.006736526946107785,0.0,1.0778443113772456,177.64221556886227,0.06736526946107785,0.875748502994012,0.06736526946107785,0.0,31.86377245508982,1.5494011976047903,1.4146706586826348,0.0,0.06736526946107785,0.0,0.20209580838323354,0.1347305389221557,0.0,0.0,0.0,0.0,0.0,0.2694610778443114,0.2694610778443114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.279940119760479,0.8083832335329342,0.9431137724550899,0.33682634730538924,0.0,0.8083832335329342,1.2125748502994012,1.2125748502994012,0.5389221556886228,0.5389221556886228,1.8188622754491017,5.658682634730539,0.06736526946107785,44.05688622754491,7.949101796407185,27.080838323353294,16.167664670658684,1.0778443113772456,0.5389221556886228,44.05688622754491,0.8083832335329342,0.47155688622754494,0.2694610778443114,25.59880239520958,152.51497005988023,86.90119760479043,0.1347305389221557,0.0,0.6736526946107785,0.2694610778443114,28.293413173652695,0.0,1.279940119760479,1.4146706586826348,1.1991017964071857,1.9131736526946108,0.0,0.47155688622754494,0.6736526946107785,0.0,0.0,0.06736526946107785,0.0,2.4925149700598803,1.0778443113772456,0.8083832335329342
Brest,Kamory Doumbia,9226aa22,MLI,"MF,FW",21.0,0.2,0.14,0.2,0.19,0.08,0.19,45.5,1.5,0.68,0.14,0.13,80.5,91.8,82.7,52.2,3.95,0.48,45.2,54.3,45.7,43.2,0.07,0.48,-0.57,-0.38,31.3,0.340393343419062,0.0,0.0,0.0680786686838124,0.0,1.1573373676248109,4.901664145234493,0.0680786686838124,0.02042360060514372,0.02042360060514372,38.19213313161876,47.450832072617246,630.8850226928896,18.313161875945536,19.947049924357035,14.97730711043873,18.1089258698941,3.2677760968229954,6.263237518910741,0.12254160363086233,0.05446293494704992,4.901664145234493,150.8623298033283,1.7700453857791225,3.8124054462934946,0.6127080181543116,0.0680786686838124,42.95763993948563,4.084720121028744,1.361573373676248,0.47655068078668683,0.1361573373676248,3.2677760968229954,0.4084720121028744,0.680786686838124,0.2042360060514372,1.838124054462935,0.8169440242057489,1.021180030257186,0.0,3.9485627836611195,2.4508320726172466,0.7488653555219364,0.1361573373676248,0.0680786686838124,0.2723146747352496,0.2723146747352496,0.1361573373676248,0.0680786686838124,0.0680786686838124,0.0680786686838124,0.0,0.1361573373676248,2.791225416036309,1.9742813918305597,1.1573373676248109,1.1573373676248109,0.47655068078668683,0.9531013615733737,2.1104387291981848,1.1573373676248109,0.0680786686838124,1.9062027231467473,4.697428139183056,0.8850226928895613,0.0680786686838124,60.930408472012104,1.2254160363086233,10.143721633888049,33.90317700453858,17.700453857791224,2.3146747352496218,60.930408472012104,2.3827534039334344,1.2934947049924357,1.0892586989409985,31.792738275340394,153.44931921331317,68.5552193645991,1.361573373676248,0.2042360060514372,2.859304084720121,1.6338880484114977,38.60060514372164,3.67624810892587,1.6338880484114977,1.5658093797276853,1.0416036308623298,1.6066565809379727,0.0,1.1573373676248109,1.497730711043873,0.0680786686838124,0.0,0.0,0.0,5.922844175491679,0.680786686838124,1.497730711043873
Nantes,Sorba Thomas,8725a42e,WAL,"FW,MF",24.0,0.07,0.2,0.07,0.1,0.25,0.1,11.1,0.61,0.07,0.11,0.17,65.5,82.0,70.5,37.8,3.68,0.41,55.6,37.5,58.3,43.2,-0.41,-0.05,-0.43,0.09,29.2,0.27252081756245267,0.0,0.0,0.2043906131718395,0.0,2.79333838001514,2.316426949280848,0.0,-0.03406510219530658,-0.03406510219530658,24.52687358062074,37.471612414837246,430.58289174867525,12.127176381529145,14.784254352763059,8.311884935654806,11.786525359576078,3.270249810749432,8.652535957607872,0.2043906131718395,-0.04769114307342921,2.316426949280848,151.79409538228614,2.4526873580620743,1.8395155185465557,1.635124905374716,1.158213474640424,31.067373202119608,6.336109008327025,1.2263436790310371,0.0,0.06813020439061317,8.856926570779713,0.06813020439061317,1.0900832702498107,1.4988644965934899,3.610900832702498,1.4988644965934899,1.7032551097653292,0.0,3.6790310370931114,2.4526873580620743,1.0900832702498107,0.0,0.06813020439061317,0.06813020439061317,0.0,0.408781226343679,0.0,0.0,0.0,0.0,0.0,0.9538228614685844,0.408781226343679,0.4769114307342922,0.34065102195306585,0.13626040878122633,0.6813020439061317,1.2263436790310371,0.817562452687358,0.13626040878122633,0.6131718395155186,1.566994700984103,1.8395155185465557,0.06813020439061317,45.91975775927328,1.7032551097653292,7.562452687358062,18.803936411809236,20.64345193035579,1.3626040878122634,45.91975775927328,1.635124905374716,0.6131718395155186,0.9538228614685844,25.3444360333081,148.04693414080242,72.14988644965935,1.975775927327782,0.4769114307342922,1.7713853141559424,1.7032551097653292,29.091597274791823,6.336109008327025,1.2944738834216503,1.7032551097653292,1.1650264950794853,1.5942467827403481,0.0,0.8856926570779712,1.158213474640424,0.13626040878122633,0.0,0.0,0.0,4.496593489780469,0.4769114307342922,1.158213474640424
Angers,Lilian Raolisoa,79a793b7,FRA,"DF,FW",24.0,0.0,0.2,0.0,0.05,0.13,0.05,7.1,0.96,0.07,0.0,0.05,69.5,87.0,73.5,40.5,2.19,0.27,44.7,43.4,54.7,43.1,-0.61,0.01,-0.89,-0.43,57.7,0.20485584218512898,0.0,0.0,0.06828528072837632,0.13657056145675264,2.2534142640364188,3.2094081942336876,0.06828528072837632,-0.047799696509863425,-0.047799696509863425,26.76783004552352,38.51289833080425,445.62974203338393,12.769347496206374,14.681335356600911,10.789074355083459,14.681335356600911,2.3216995447647952,5.735963581183611,0.11608497723823975,0.06828528072837632,3.2094081942336876,198.30045523520485,0.9559939301972686,2.1168437025796663,1.0925644916540211,0.5462822458270106,31.206373292867983,6.965098634294385,1.2974203338391501,0.2731411229135053,0.20485584218512898,5.257966616084977,0.34142640364188165,1.2974203338391501,4.165402124430956,1.5022761760242793,0.34142640364188165,0.7511380880121397,0.06828528072837632,2.1851289833080423,1.5022761760242793,0.5462822458270106,0.13657056145675264,0.0,0.0,0.0,0.13657056145675264,0.13657056145675264,0.0,0.0,0.0,0.0,2.799696509863429,1.6388467374810318,1.6388467374810318,0.8877086494688923,0.2731411229135053,1.1608497723823976,2.5948406676783002,0.7511380880121397,0.13657056145675264,1.024279210925645,3.8239757207890746,3.0728376327769347,0.0,51.28224582701062,3.2094081942336876,15.569044006069802,19.18816388467375,17.685887708649467,1.2974203338391501,51.28224582701062,3.6191198786039456,1.5705614567526556,1.9802731411229135,27.587253414264037,163.40667678300454,85.0834597875569,2.1168437025796663,0.20485584218512898,1.4339908952959028,1.0925644916540211,29.704097116843702,4.2336874051593325,1.024279210925645,1.6388467374810318,1.0447647951441579,1.93247344461305,0.0,1.0925644916540211,0.6145675265553869,0.20485584218512898,0.0,0.06828528072837632,0.0,5.1896813353566005,1.024279210925645,0.7511380880121397
Reims,Amadou Koné,2eb1ec07,MLI,MF,19.0,0.0,0.0,0.0,0.04,0.02,0.04,28.6,0.97,0.28,0.0,0.04,86.0,86.9,91.1,72.1,1.95,0.14,62.9,60.0,24.0,42.3,-0.07,0.59,-0.28,0.54,50.0,0.0,0.0,0.0,0.2088167053364269,0.06960556844547564,1.322505800464037,4.7331786542923435,0.0,-0.03480278422273782,-0.03480278422273782,36.05568445475638,41.90255220417633,624.8491879350348,16.14849187935035,18.584686774941996,15.591647331786543,17.122969837587007,3.062645011600928,4.2459396751740135,0.03480278422273782,-0.02088167053364269,4.7331786542923435,172.96983758700696,0.5568445475638051,3.6890951276102086,0.5568445475638051,0.0,41.067285382830626,0.765661252900232,0.4872389791183295,0.2088167053364269,0.2088167053364269,0.2088167053364269,0.06960556844547564,0.2088167053364269,0.13921113689095127,0.0,0.0,0.0,0.0,1.948955916473318,1.322505800464037,0.06960556844547564,0.13921113689095127,0.13921113689095127,0.06960556844547564,0.2088167053364269,0.06960556844547564,0.0,0.0,0.06960556844547564,0.0,0.0,3.410672853828306,2.2273781902552203,2.2273781902552203,1.1136890951276102,0.06960556844547564,1.531322505800464,2.4361948955916475,1.2529002320185614,0.27842227378190254,1.322505800464037,4.7331786542923435,2.645011600928074,0.13921113689095127,54.849187935034806,4.2459396751740135,16.844547563805104,32.22737819025522,6.890951276102088,0.2088167053364269,54.849187935034806,1.740139211136891,1.0440835266821347,0.4176334106728538,32.64501160092807,209.7215777262181,97.37819025522042,1.0440835266821347,0.0,1.322505800464037,0.8352668213457076,36.61252900232019,0.8352668213457076,0.9048723897911833,0.974477958236659,1.3433874709976799,1.6148491879350348,0.0,1.322505800464037,3.6194895591647334,0.0,0.0,0.06960556844547564,0.0,5.4988399071925755,1.531322505800464,1.531322505800464
Lille,Osame Sahraoui,6f9fa232,MAR,"FW,MF",23.0,0.21,0.21,0.21,0.2,0.25,0.2,34.8,1.6,0.56,0.13,0.13,83.9,89.5,87.8,74.1,4.66,0.42,37.5,44.3,54.4,42.3,0.97,0.87,0.47,0.19,0.0,0.4176334106728538,0.0,0.0,0.06960556844547564,0.0,4.802784222737819,6.194895591647332,0.0,0.0069605568445475635,0.0069605568445475635,35.84686774941996,42.73781902552204,496.2877030162413,21.925754060324827,24.501160092807424,11.067285382830626,12.59860788863109,1.3921113689095128,1.8793503480278422,0.29930394431554525,-0.04176334106728538,6.194895591647332,142.41299303944317,2.0185614849187936,3.2714617169373548,2.8538283062645013,0.2088167053364269,41.55452436194896,0.974477958236659,0.2088167053364269,0.4176334106728538,0.0,0.8352668213457076,0.2088167053364269,1.6009280742459397,0.6960556844547564,0.06960556844547564,0.0,0.0,0.0,4.663573085846868,3.9675174013921115,0.06960556844547564,0.3480278422273782,0.2088167053364269,0.06960556844547564,0.0,0.3480278422273782,0.0,0.0,0.06960556844547564,0.0,0.0,0.9048723897911833,0.6264501160092807,0.27842227378190254,0.27842227378190254,0.3480278422273782,0.2088167053364269,0.5568445475638051,0.974477958236659,0.06960556844547564,0.4872389791183295,1.3921113689095128,0.5568445475638051,0.06960556844547564,55.96287703016241,0.765661252900232,4.037122969837587,20.88167053364269,31.740139211136892,4.663573085846868,55.96287703016241,5.4988399071925755,2.4361948955916475,2.9930394431554523,37.23897911832947,240.2784222737819,121.80974477958236,2.71461716937355,1.6009280742459397,2.71461716937355,1.6009280742459397,43.92111368909513,11.067285382830626,1.6009280742459397,0.6264501160092807,1.593967517401392,1.1276102088167053,0.0,0.5568445475638051,0.8352668213457076,0.06960556844547564,0.0,0.0,0.0,4.037122969837587,0.0,0.5568445475638051
Lille,André Gomes,1961b2aa,POR,MF,31.0,0.0,0.0,0.0,0.04,0.05,0.04,27.3,0.78,0.21,0.0,0.05,89.4,94.4,91.6,67.4,1.83,0.07,35.5,41.7,58.3,41.7,0.71,0.4,0.3,-0.1,56.3,0.0,0.0,0.0,0.2115987460815047,0.0,1.2695924764890283,7.123824451410658,0.07053291536050156,-0.03526645768025078,-0.03526645768025078,60.72884012539185,67.92319749216301,994.9373040752351,30.681818181818183,32.51567398119122,23.769592476489027,25.956112852664578,4.3730407523510975,6.4890282131661445,0.11990595611285267,-0.04937304075235109,7.123824451410658,246.15987460815046,0.7053291536050157,6.77115987460815,1.0579937304075235,0.07053291536050156,66.08934169278997,1.7633228840125392,1.4811912225705328,0.35266457680250785,0.7758620689655172,0.7758620689655172,0.07053291536050156,0.7758620689655172,0.28213166144200624,0.0,0.0,0.0,0.0,1.8338557993730407,1.6927899686520376,0.0,0.14106583072100312,0.0,0.0,0.0,0.07053291536050156,0.0,0.0,0.0,0.0,0.0,1.9043887147335423,0.9169278996865203,0.6347962382445141,0.7758620689655172,0.493730407523511,0.7758620689655172,2.1865203761755487,0.493730407523511,0.07053291536050156,0.4231974921630094,2.3275862068965516,0.7758620689655172,0.14106583072100312,76.5987460815047,1.974921630094044,12.554858934169278,48.03291536050157,16.363636363636363,0.9169278996865203,76.5987460815047,1.6927899686520376,0.7053291536050157,0.987460815047022,44.57680250783699,167.79780564263322,75.82288401253919,1.3401253918495297,0.0,1.7633228840125392,1.3401253918495297,60.79937304075235,1.974921630094044,1.4811912225705328,0.7758620689655172,1.5023510971786833,1.1990595611285266,0.0,1.6927899686520376,0.8463949843260188,0.0,0.0,0.0,0.0,6.4890282131661445,0.6347962382445141,0.493730407523511
Lens,Mathew Ryan,4535e4bb,AUS,GK,32.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.08,0.09,74.8,100.0,98.4,49.0,0.29,0.0,50.0,46.0,49.6,41.2,0.21,0.21,0.18,-0.02,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.785714285714285,29.142857142857142,562.7142857142857,5.857142857142857,5.857142857142857,8.857142857142858,9.0,6.928571428571429,14.142857142857142,0.0,0.0,0.0,371.2142857142857,0.0,0.14285714285714285,0.0,0.0,22.071428571428573,7.071428571428571,2.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,31.357142857142858,26.0,31.071428571428573,0.2857142857142857,0.0,0.0,31.357142857142858,0.0,0.0,0.0,19.5,86.21428571428571,45.857142857142854,0.0,0.0,0.0,0.07142857142857142,14.285714285714286,0.0,1.4285714285714286,1.2142857142857142,1.5214285714285714,1.3428571428571427,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.7857142857142857,0.2857142857142857,0.0
Reims,Emmanuel Agbadou,75f1ed80,CIV,DF,27.0,0.0,0.0,0.0,0.04,0.02,0.04,20.0,1.07,0.21,0.0,0.04,87.9,92.7,95.9,63.2,1.5,0.07,73.1,75.0,25.0,41.2,0.14,0.94,-0.22,0.63,62.1,0.0,0.0,0.0,0.21428571428571427,0.0,0.7142857142857143,5.5,0.07142857142857142,-0.03571428571428571,-0.03571428571428571,57.857142857142854,65.85714285714286,1180.0714285714287,20.928571428571427,22.571428571428573,28.571428571428573,29.785714285714285,7.857142857142857,12.428571428571429,0.02142857142857143,-0.02142857142857143,5.5,497.2857142857143,0.5714285714285714,5.071428571428571,0.2857142857142857,0.07142857142857142,60.142857142857146,5.5,2.642857142857143,0.21428571428571427,1.5714285714285714,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,1.5,1.3571428571428572,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.7857142857142858,1.2142857142857142,1.3571428571428572,0.21428571428571427,0.21428571428571427,1.3571428571428572,1.8571428571428572,1.5714285714285714,0.9285714285714286,1.3571428571428572,3.142857142857143,4.571428571428571,0.07142857142857142,77.14285714285714,12.714285714285714,40.357142857142854,33.857142857142854,3.2142857142857144,0.2857142857142857,77.14285714285714,0.8571428571428571,0.6428571428571429,0.21428571428571427,44.357142857142854,243.78571428571428,141.0,0.6428571428571429,0.0,0.6428571428571429,0.42857142857142855,50.07142857142857,0.0,1.3571428571428572,1.2142857142857142,1.2857142857142858,1.5,0.0,0.9285714285714286,0.42857142857142855,0.0,0.0,0.0,0.0,6.071428571428571,1.2857142857142858,0.7857142857142857
Brest,Romain Del Castillo,0be95d34,FRA,FW,28.0,0.43,0.29,0.21,0.33,0.24,0.11,47.1,1.22,0.57,0.18,0.09,69.8,80.3,76.1,46.7,4.79,0.64,59.4,43.2,56.8,41.1,-0.71,-0.86,-0.51,-0.26,40.0,0.7148530579825259,0.21445591739475775,0.28594122319301035,0.0,0.0,2.073073868149325,4.360603653693407,0.0,0.09293089753772836,0.10722795869737888,34.31294678316124,49.181890389197775,573.2406671961875,17.15647339158062,21.37410643367752,11.580619539316919,15.2263701350278,4.003177124702145,8.57823669579031,0.2930897537728355,0.04289118347895155,4.360603653693407,200.373312152502,2.6449563145353454,3.1453534551231135,1.858617950754567,0.7863383637807784,42.31930103256553,6.576648133439238,2.430500397140588,0.21445591739475775,0.5003971405877681,7.362986497220016,0.28594122319301035,1.9301032565528198,1.215250198570294,2.787926926131851,1.215250198570294,1.358220810166799,0.0,4.789515488482923,2.3590150913423353,1.715647339158062,0.14297061159650518,0.21445591739475775,0.28594122319301035,0.07148530579825259,0.5003971405877681,0.07148530579825259,0.0,0.0,0.07148530579825259,0.0,2.21604447974583,1.5726767275615567,0.6433677521842732,0.9293089753772835,0.6433677521842732,1.358220810166799,2.287529785544083,1.1437648927720414,0.0,0.4289118347895155,2.6449563145353454,0.3574265289912629,0.0,60.047656870532165,0.4289118347895155,4.932486100079428,28.022239872915012,28.093725178713264,2.930897537728356,59.76171564733916,3.1453534551231135,1.358220810166799,1.7871326449563145,31.31056393963463,156.55281969817315,67.9825258141382,1.858617950754567,0.5003971405877681,2.573471008737093,1.215250198570294,40.38919777601271,7.577442414614773,1.358220810166799,2.073073868149325,1.272438443208896,1.7799841143764892,0.0,0.7863383637807784,1.215250198570294,0.0,0.0,0.0,0.0,5.218427323272438,0.5718824463860207,0.857823669579031
Nantes,Mostafa Mohamed,595e6f3e,EGY,FW,26.0,0.36,0.0,0.36,0.4,0.03,0.4,37.2,3.09,1.15,0.12,0.13,64.8,70.1,76.9,63.6,1.22,0.14,33.3,46.2,53.8,40.9,0.07,0.77,-0.65,-0.29,53.8,0.35942492012779553,0.0,0.0,0.21565495207667731,0.0,0.7907348242811502,1.4376996805111821,0.14376996805111822,-0.035942492012779555,-0.035942492012779555,11.501597444089457,17.7555910543131,176.90894568690095,6.39776357827476,9.129392971246006,3.594249201277955,4.672523961661342,1.0063897763578276,1.5814696485623003,0.02875399361022364,-0.02875399361022364,1.4376996805111821,46.50958466453674,0.43130990415335463,1.1501597444089458,0.43130990415335463,0.0,16.317891373801917,1.2220447284345048,0.0,0.14376996805111822,0.0,0.28753993610223644,0.21565495207667731,0.646964856230032,0.07188498402555911,0.0,0.0,0.0,0.0,1.2220447284345048,0.646964856230032,0.0,0.28753993610223644,0.21565495207667731,0.07188498402555911,0.0,0.0,0.0,0.07188498402555911,0.0,0.07188498402555911,0.0,1.293929712460064,0.646964856230032,0.43130990415335463,0.5750798722044729,0.28753993610223644,0.28753993610223644,0.8626198083067093,0.7188498402555911,0.14376996805111822,0.7188498402555911,2.012779552715655,1.9408945686900958,0.0,32.49201277955272,2.4440894568690097,4.960063897763578,12.723642172523961,15.599041533546325,5.463258785942492,32.49201277955272,1.8690095846645367,0.8626198083067093,1.0063897763578276,17.180511182108628,72.67571884984025,31.48562300319489,1.0782747603833867,0.14376996805111822,3.378594249201278,1.5814696485623003,20.487220447284344,3.594249201277955,1.365814696485623,1.293929712460064,1.279552715654952,1.93370607028754,0.0,2.3003194888178915,2.587859424920128,0.35942492012779553,0.07188498402555911,0.0,0.0,3.594249201277955,4.097444089456869,3.522364217252396
